forward_returns,risk_free_rate,market_forward_excess_returns
0.0049220672974734,0.0002039682539682,0.0044049209371741
-0.006530612212302,0.0002039682539682,-0.0070476395249822
0.0219806079578466,0.000204365079365,0.0214644139784997
0.0010047032793152,0.0002063492063492,0.000486287077746
-0.0050197590744147,0.0002063492063492,-0.0055389689267775
-0.0115032051719747,0.0002051587301587,-0.0120207483576708
0.0097999119895504,0.0002047619047619,0.0092820513435368
0.0315406184673459,0.0002055555555555,0.031022797503872
0.0047040347096414,0.0002031746031746,0.0041880788255325
-0.0011711267756159,0.0002023809523809,-0.0016862096438517
0.0179687498315677,0.0002019841269841,0.0174545002966652
0.0237912509671818,0.0002019841269841,0.0232766839719619
-0.0007496250611437,0.0001988095238095,-0.0012596285643001
-0.0217554389209538,0.0002,-0.022268101154269
0.0069018405314083,0.0002019841269841,0.0063871544885693
0.0068545316470629,0.0002007936507936,0.0063402821121604
0.0166414523096103,0.0002,0.0161293456318507
-0.0040916666418749,0.0001992063492063,-0.0046033368116981
0.0018671635826452,0.0002007936507936,0.0013532711905999
0.0067114094352467,0.0001996031746031,0.006199183709868
-0.0137031112068844,0.0001972222222222,-0.0142132337576599
0.0030041289579627,0.0002003968253968,0.0024912286294094
0.0119805243986733,0.0002047619047619,0.0114627034351993
-0.0022197545259763,0.0002027777777777,-0.0027336469180216
-0.0033376323674414,0.0001980158730158,-0.0038481914261534
0.0093011903845559,0.0001992063492063,0.00878860751632
0.0040539599882132,0.0001996031746031,0.0035418929929932
-0.0001832597289238,0.000197619047619,-0.0006936203749374
-0.0058747919005911,0.0001984126984126,-0.0063857477846999
0.0064638208350955,0.0001944444444444,0.0059574284430502
-0.0044036671651277,0.0001912698412698,-0.0049071230492365
-0.0033179485907664,0.0001896825396825,-0.0038172378082085
-0.0011088758267398,0.0001964285714285,-0.001617411075928
0.003702330427469,0.0001968253968253,0.0031938348608205
0.0195493797029349,0.000197619047619,0.0190392571521594
0.0050651231032594,0.000195238095238,0.0045575799175633
0.0030594671427701,0.0001944444444444,0.0025523604650105
0.0023335374177393,0.0001948412698412,0.0018266688352178
0.0193340382599914,0.0001924603174603,0.0188296696774698
0.008429921550785,0.0001916666666666,0.0079259894762
0.000347753219442,0.0001920634920634,-0.0001564963154604
-0.001392757607652,0.0001916666666666,-0.0018974039679513
-0.0034867503082246,0.0001948412698412,-0.003994015716143
0.0103221832141678,0.0001956349206349,0.0098136876475192
-0.0034077103560343,0.0001960317460317,-0.0039161662401432
-0.0242447651645444,0.0001960317460317,-0.0247531416835739
0.0253837538837083,0.0001996031746031,0.0248720837138852
-0.006973500756143,0.0001984126984126,-0.007486559814855
-0.0049157302507301,0.0001972222222222,-0.0054254559761087
0.0038820041978393,0.0001980158730158,0.003371484821667
-0.0066789418597388,0.0001984126984126,-0.0071902152041651
0.0116778485611728,0.0002003968253968,0.011165384740556
0.0164387456542425,0.0002023809523809,0.015923623103467
0.0137646248513987,0.0002019841269841,0.0132499388085597
-0.0101832993875609,0.0001984126984126,-0.0106945727319872
0.0104592593285615,0.0001960317460317,0.0099505256666748
-0.0110297671775473,0.0001968253968253,-0.0115399294108625
0.0044617708936651,0.0001972222222222,0.0039520451682864
0.0034164654448538,0.0001980158730158,0.0029047159099513
0.0030638048514426,0.0001980158730158,0.0025529680149528
0.0050921929223661,0.0001984126984126,0.0045809592604795
0.0131706783754155,0.0002007936507936,0.0126572224913067
-0.0049994665486603,0.0002,-0.0055124859248326
-0.0212732885056502,0.0002011904761904,-0.0217875380405527
0.0001708711516827,0.0002027777777777,-0.0003445291768704
0.0265232032785376,0.0002035714285714,0.0260066124737939
-0.0008332053690429,0.0002019841269841,-0.00134812950712
0.0046713354286196,0.0002003968253968,0.0041578795445108
-0.0006642307878479,0.0002011904761904,-0.0011784803227504
-0.0006646722836425,0.0002015873015873,-0.0011792392788624
0.0033255720069391,0.0002023809523809,0.0028106081863223
0.0119323767961474,0.0002019841269841,0.0114172542453719
-0.0009831635980872,0.0002019841269841,-0.001498246466323
-0.0039344261602686,0.0002023809523809,-0.0044495090285044
0.0026333113425467,0.0002035714285714,0.0021166808552633
0.0006565988065518,0.0002039682539682,0.0001404048272049
0.0082026247282558,0.0002039682539682,0.0076854386854168
-0.0074850596256306,0.0002039682539682,-0.0080022059859299
-0.0203278688364374,0.000204365079365,-0.0208454120221336
0.007362784515928,0.0002039682539682,0.0068457572032478
-0.0159468439184706,0.0002047619047619,-0.0164642680565477
-0.0030379472487523,0.0002051587301587,-0.0035563634503215
0.0037244814614017,0.0002051587301587,0.003206501767769
-0.0307012145319081,0.0002055555555555,-0.0312199878763344
0.0222763537319912,0.0002035714285714,0.0217609534034379
0.0115764322099212,0.0002027777777777,0.0110598414051775
0.0151458687065997,0.0002015873015873,0.014631142981221
-0.0175724137988423,0.0002019841269841,-0.0180874966670782
-0.0003380356167328,0.0002031746031746,-0.0008535153103654
-0.0037131668591273,0.0002019841269841,-0.0042281306797441
-0.0147410287897376,0.0002039682539682,-0.0152580561024179
0.0060191900881889,0.0002031746031746,0.0055027976961436
-0.0152144874490642,0.0002035714285714,-0.0157312766665063
0.0039926413113808,0.0002019841269841,0.0034783520939387
0.0325034577812644,0.0002019841269841,0.0319888907860445
-0.0053583389950075,0.0002003968253968,-0.005871596466418
0.0063978452116488,0.0001988095238095,0.00588688932754
-0.0028445619590524,0.0001984126984126,-0.0033559146685581
0.0043622222286192,0.0001992063492063,0.0038505520587961
0.0005013528908093,0.0001984126984126,-9.88077107729292e-06
-0.0207011575388781,0.0001980158730158,-0.0212117562801298
-0.0051147601919291,0.0001968253968253,-0.0056240890919109
0.0161074707954099,0.000197619047619,0.015596514911301
-0.0016868793604778,0.0001968253968253,-0.0021960892128406
0.0249999999119734,0.0001980158730158,0.0244891630754836
0.0,0.000195238095238,-0.0005091304872834
0.0042853000607183,0.0001972222222222,0.0037759711607365
0.0016917743832045,0.0001964285714285,0.0011828819911592
0.0055897373559448,0.000195238095238,0.0050821941702486
-0.004578155740021,0.0001940476190476,-0.0050848655923838
-0.0082123520277239,0.0001924603174603,-0.0087171968007217
-0.006956471991575,0.0001904761904761,-0.0074592135899695
0.0083394262832652,0.0001900793650793,0.0078371211928071
0.0095925850692557,0.0001924603174603,0.0090874625184802
-0.0104849278864662,0.0001928571428571,-0.0109904075800988
0.013245033031744,0.0001972222222222,0.0127352279412859
0.0055560784805315,0.0001968253968253,0.0050463130726131
0.0050365914768684,0.000195238095238,0.0045284927356167
0.0066297187078416,0.0001940476190476,0.006123365998336
0.0093152538096854,0.0001924603174603,0.0088105677668464
-0.0070019096438995,0.000195238095238,-0.0075096115597544
-0.0035251281528966,0.0001968253968253,-0.0040344570528784
-0.0028953347281257,0.000197619047619,-0.0034054572789012
0.0009682581989396,0.0001980158730158,0.0004578578703863
0.0003217529848069,0.0001980158730158,-0.0001886473437463
-0.0022546393142561,0.0001964285714285,-0.0027633332936031
-0.0158222713045856,0.000195238095238,-0.0163295367125039
-0.0101700787314616,0.0001956349206349,-0.0106781377901736
0.0142520308057419,0.0001940476190476,0.0137444876200457
0.0194447059295562,0.0001944444444444,0.0189375992517965
-0.0065713077848669,0.0001968253968253,-0.0070810731927852
-0.0196842752026103,0.0001984126984126,-0.0201960644200525
-0.0098749176925923,0.0001972222222222,-0.0103854370687646
-0.0329557573543263,0.0001988095238095,-0.0338341006524176
0.034020257367912,0.0001964285714285,0.0338552044765861
-0.0027109439209072,0.0002019841269841,-0.003226899805016
-0.0220868382383611,0.0002003968253968,-0.0225982306304065
0.0236275192041449,0.0001992063492063,0.0231161664946392
0.0210454853558386,0.0002007936507936,0.020531751693952
0.0,0.0002023809523809,-0.0005149638206167
0.0033244680219841,0.0002023809523809,0.0028089089632721
-0.0038107355928154,0.0002031746031746,-0.0043262549689877
-0.0108096485332959,0.000204365079365,-0.0113275885443889
-0.0060524546659982,0.000204365079365,-0.006569918486615
0.0003388362433385,0.0002063492063492,-0.0001802148788655
-0.0206295457658446,0.0002063492063492,-0.0211475254594773
0.0145027625138963,0.000204365079365,0.0139864494869303
0.013614703797062,0.0002035714285714,0.013098390770096
0.0184693082429412,0.0002031746031746,0.0179535110889911
-0.006264948924769,0.0002047619047619,-0.0067827698882429
0.0049773059685636,0.000204365079365,0.0044601199257246
0.0151865222401601,0.0002035714285714,0.0146701695306545
0.0068287442989796,0.0002035714285714,0.0063120344466168
-0.0180878552897907,0.0002023809523809,-0.018603255618344
0.0026315790682722,0.0002039682539682,0.0021149882635285
0.0029532807685599,0.0002039682539682,0.0024360947257209
0.0009808303628948,0.0002019841269841,0.0004665808279923
0.0258175163433372,0.0002007936507936,0.0253038223639902
-0.0060533897505353,0.0002019841269841,-0.0065683535711521
0.0028851283021638,0.0002023809523809,0.0023695692434517
-0.0009592837588474,0.0002023809523809,-0.0014743666270832
0.0127959054002025,0.0002023809523809,0.012280028881173
-0.0028421983179117,0.0002047619047619,-0.0033604954718618
-0.0060188756671166,0.0002059523809523,-0.0065375299639239
-0.0086036966383624,0.0002023809523809,-0.0091188191891379
-0.0170368282629938,0.0002007936507936,-0.0175498476391661
0.0019620666729569,0.0002003968253968,0.0014494838047211
0.0101180156283098,0.0002003968253968,0.0096055121251533
0.0061384136942084,0.0002019841269841,0.0056238863815281
-0.0051380861320129,0.0002007936507936,-0.0056519785240582
-0.0096836668660625,0.0002019841269841,-0.0101991862422349
-0.0074736896751761,0.0002015873015873,-0.0079887725434119
0.0064284831875838,0.0002079365079365,0.0059077257161733
-0.0178539604022268,0.0002103174603174,-0.018376741683161
-0.0030014675921527,0.0002119047619047,-0.003526113952452
0.0040147185144321,0.0002071428571428,0.0034942785033391
0.0196595696638895,0.0002055555555555,0.0191404788591457
0.0156862744229818,0.0002083333333333,0.0151651201261745
-0.0006435006191946,0.0002079365079365,-0.0011644168207637
0.0051513199975596,0.0002063492063492,0.0046317133198
0.0022426649812645,0.0002051587301587,0.0017252408431874
-0.0159795380670573,0.0002015873015873,-0.0164945018876741
0.0025982449035733,0.0002015873015873,0.0020843525115279
-0.0087468693998655,0.0002019841269841,-0.0092607221093712
-0.033105141562353,0.0001968253968253,-0.0339869252718092
0.0182802979101593,0.000195238095238,0.0177739848831933
0.0139627659451009,0.000195238095238,0.0134560560927381
0.0045901639304235,0.0002011904761904,0.0040767080463147
-0.0083227154824269,0.0002,-0.008834504699869
0.014316541560446,0.000197619047619,0.0138064190096705
0.0162232317264397,0.0001984126984126,0.0157115615566166
-0.0095785440293542,0.0001988095238095,-0.0100905316594948
-0.0088655061771512,0.0001980158730158,-0.0093756684104664
-0.0014633928605831,0.0001980158730158,-0.001974348744692
-0.0006514657734633,0.0002,-0.0011639692766197
0.0101048240546555,0.0001996031746031,0.0095944237261022
0.0090351679635374,0.0002027777777777,0.0085196089048254
0.0054360061905862,0.0002015873015873,0.004921716973144
0.0006361322914549,0.0002003968253968,0.0001227160898858
0.0165289256524399,0.0002,0.0160160253238866
0.0075046903092497,0.0002019841269841,0.0069901629965694
-0.0012414648817886,0.0002019841269841,-0.0017565874325641
-0.0006215040163044,0.0001972222222222,-0.0011316662496196
0.0111940299101487,0.0001980158730158,0.0106822803752462
-0.0033820419071631,0.0002,-0.0038945454103196
0.0095644507071457,0.0001988095238095,0.0090536138706559
-0.0009163814388589,0.0002015873015873,-0.0014306706563011
0.0042826531466351,0.0002011904761904,0.0037688004371294
-0.0057878740048796,0.0002023809523809,-0.0063021235397821
0.0049019607571301,0.0002015873015873,0.0043902905873069
0.00914634143265,0.0002,0.0086335204691761
-0.0052872507623624,0.0002003968253968,-0.0057998733131379
0.0074418849045754,0.0002003968253968,0.0069284687030062
0.0039187197526404,0.0002011904761904,0.0034049860907538
-0.0078078078237576,0.0002023809523809,-0.0083231684697712
0.0124096853331523,0.0002055555555555,0.0118912691315832
0.005679638532839,0.0002051587301587,0.0051620556646032
0.0,0.0002055555555555,-0.0005192098523628
-0.0020803804745971,0.0002055555555555,-0.0025986776285472
0.0056593359918,0.0002051587301587,0.0051415150283261
-0.0065165877375292,0.0002011904761904,-0.0070292499708444
-0.0092422182601386,0.0001996031746031,-0.0097540074775807
0.0201620126324666,0.0001996031746031,0.0196498265896276
-0.00353982302748,0.0001988095238095,-0.0040514931973031
0.0094730609308013,0.0001988095238095,0.0089636923482798
0.0046920820859086,0.0001968253968253,0.0041831500113236
0.0040863981286718,0.0001960317460317,0.0035775057366264
-0.0037786045612575,0.0001960317460317,-0.0042874969533029
0.0107961431404275,0.0001968253968253,0.0102869332880647
0.0028868360679679,0.0001968253968253,0.0023772293902082
0.0037425445723469,0.0001988095238095,0.0032311521803015
0.0025805551225928,0.0001992063492063,0.0020687659051506
0.0086104814018193,0.0001996031746031,0.0080978985335834
-0.0022753128326584,0.0002,-0.0027878163358149
0.0085518812910483,0.0001988095238095,0.0080406476291617
-0.0036739400228879,0.0001988095238095,-0.0041853324149332
-0.0005673756598891,0.0001992063492063,-0.0010799982106646
-0.0042581870136727,0.0002007936507936,-0.0047720000406387
-0.0005701254586031,0.0002007936507936,-0.0010842956284262
0.0034227039752925,0.0002015873015873,0.0029085734880091
0.0081009663300233,0.0001980158730158,0.0075903675887716
0.0108564525733037,0.0001972222222222,0.0103462903399885
0.005020918246724,0.0001968253968253,0.0045116290292818
-0.0080492886563026,0.0001956349206349,-0.0085581016832685
-0.0067151651578457,0.0001972222222222,-0.0072243353276688
-0.0056338028332687,0.0001948412698412,-0.0061410682411871
0.0079320113254028,0.0001948412698412,0.0074243490920877
-0.0028105677429106,0.0001956349206349,-0.0033185474365433
0.0084554678940465,0.0002003968253968,0.0079434405813662
0.0027948574704059,0.0001984126984126,0.0022846952370907
-0.0117056855377353,0.0001964285714285,-0.0122141811043838
0.0132548222939146,0.0001948412698412,0.0127471997431391
-0.0002787641204377,0.0001948412698412,-0.0007863073061338
0.0047331847911877,0.0001948412698412,0.0042264749388249
0.0027708494307852,0.0001960317460317,0.002262314181597
-0.0096716176417075,0.0001960317460317,-0.0101805100337529
-0.0106026785725525,0.0001964285714285,-0.0111115709645978
-0.0188940778787351,0.0001956349206349,-0.0194024543977646
